Run,Agent_id,Agent_kind,Path_length,x_position,y_position,last_movement_direction,n_eaten
0,1168,mouse,2,461,1298,SW,0
0,1168,mouse,3,460,1299,NE,0
0,1168,mouse,4,461,1299,S,0
0,255,cat,0,330,1467,0,0
0,255,cat,1,349,1486,NW,0
0,255,cat,2,357,1494,NW,0
0,255,cat,3,353,1498,SW,0
0,255,cat,4,366,11,NW,0
0,255,cat,5,377,0,NE,0
0,255,cat,6,380,1497,NE,0
0,255,cat,7,383,0,NW,0
0,703,mouse,0,385,290,0,0
0,703,mouse,1,354,259,NW,0
0,703,mouse,2,355,260,SE,0
0,703,mouse,3,354,261,NE,0
0,774,cat,0,285,319,0,0
0,774,cat,1,282,322,SW,0
0,774,cat,2,279,325,SW,0
0,774,cat,3,276,328,SW,0
0,774,cat,4,279,325,NE,0
0,774,cat,5,276,328,SW,0
0,774,cat,6,279,325,NE,0
0,774,cat,7,276,328,SW,0
0,527,mouse,0,43,334,0,0
0,527,mouse,1,32,345,NE,0
0,527,mouse,2,33,344,SW,0
0,527,mouse,3,34,343,SW,0
0,527,mouse,4,45,354,SE,0
0,527,mouse,5,46,353,SW,0
0,891,cat,0,973,190,0,0
0,891,cat,1,984,179,NE,0
0,891,cat,2,979,174,SE,1
0,891,cat,3,964,159,SE,1
0,891,cat,4,970,153,NE,2
0,891,cat,5,985,168,NW,2
0,891,cat,6,995,168,N,3
0,891,cat,7,980,183,SW,3
0,1049,mouse,0,148,1042,0,0
0,1049,mouse,1,134,129,NE,1
0,1049,mouse,2,44,39,NW,1
0,1049,mouse,3,53,48,NW,1
0,1049,mouse,4,35,1155,SW,2
0,1049,mouse,5,35,1245,E,2
0,1049,mouse,6,945,1335,NE,2
0,1049,mouse,7,35,1425,SE,2
0,1504,cat,0,720,949,0,0
0,1504,cat,1,711,940,SE,0
0,1504,cat,2,725,954,NW,0
0,1504,cat,3,702,977,SW,0
0,1504,cat,4,713,988,NW,0
0,1504,cat,5,741,960,NE,0
0,1504,cat,6,761,980,NW,0
0,1504,cat,7,762,979,NE,0
0,791,mouse,0,540,1496,0,0
0,791,mouse,1,502,34,NE,0
0,791,mouse,2,535,1,SW,0
0,791,mouse,3,534,0,NW,0
0,791,mouse,4,572,1462,SW,0
0,791,mouse,5,534,0,NE,0
0,791,mouse,6,535,0,S,0
0,888,cat,0,905,672,0,0
0,888,cat,1,902,675,SW,0
0,888,cat,2,926,699,NW,0
0,888,cat,3,897,728,SW,0
0,888,cat,4,913,712,NE,0
0,888,cat,5,934,733,NW,0
0,888,cat,6,925,742,SW,0
0,888,cat,7,924,742,S,0
0,803,mouse,0,36,227,0,0
0,803,mouse,1,35,226,NW,0
0,803,mouse,2,36,225,SW,0
0,803,mouse,3,994,267,NE,0
0,803,mouse,4,993,267,N,0
0,511,cat,0,874,888,0,0
0,511,cat,1,892,870,NE,0
0,511,cat,2,894,872,NW,0
0,511,cat,3,896,872,N,1
0,511,cat,4,913,889,NW,1
0,511,cat,5,878,924,SW,1
0,511,cat,6,849,953,SW,1
0,511,cat,7,855,959,NW,1
0,1260,mouse,0,665,749,0,0
0,1260,mouse,1,670,744,NE,0
0,1260,mouse,2,665,739,SE,0
0,1260,mouse,3,660,744,NE,0
0,1260,mouse,4,665,749,SE,0
0,1260,mouse,5,660,754,NE,0
0,1260,mouse,6,660,759,E,0
0,1260,mouse,7,655,764,NE,0
0,482,cat,0,933,109,0,0
0,482,cat,1,942,100,NE,0
0,482,cat,2,948,94,NE,0
0,482,cat,3,946,92,SE,1
0,482,cat,4,955,83,NE,1
0,482,cat,5,946,92,SW,1
0,482,cat,6,945,91,SE,1
0,482,cat,7,944,90,SE,1
0,83,mouse,0,41,747,0,0
0,83,mouse,1,37,743,SE,0
0,83,mouse,2,901,806,SW,1
0,83,mouse,3,900,807,NE,1
0,83,mouse,4,900,808,E,1
0,7,cat,0,47,634,0,0
0,7,cat,1,27,614,SE,0
0,7,cat,2,42,599,NE,0
0,7,cat,3,39,596,SE,0
0,7,cat,4,33,602,SW,0
0,7,cat,5,61,630,NW,0
0,7,cat,6,39,608,SE,0
0,7,cat,7,82,651,NW,0
0,1628,mouse,0,814,858,0,0
0,1628,mouse,1,845,889,SE,0
0,1628,mouse,2,814,858,NW,0
0,1628,mouse,3,845,827,SW,0
0,1628,mouse,4,833,815,SE,0
0,1628,mouse,5,802,846,NE,0
0,1628,mouse,6,771,877,NE,0
0,1628,mouse,7,770,877,N,0
0,1675,cat,0,63,1251,0,0
0,1675,cat,1,82,1232,NE,0
0,1675,cat,2,93,1243,NW,0
0,1675,cat,3,114,1222,NE,0
0,1675,cat,4,144,1192,NE,0
0,1675,cat,5,174,1162,NE,0
0,1675,cat,6,187,1149,NE,0
0,1675,cat,7,188,1150,NW,0
0,857,mouse,0,798,245,0,0
0,857,mouse,1,739,304,NE,0
0,857,mouse,2,738,305,NE,0
0,857,mouse,3,681,248,NW,0
0,857,mouse,4,631,198,NW,0
0,857,mouse,5,574,141,NW,0
0,857,mouse,6,575,142,SE,0
0,857,mouse,7,576,142,S,0
0,51,cat,0,805,583,0,0
0,51,cat,1,789,599,SW,0
0,51,cat,2,807,581,NE,0
0,51,cat,3,786,602,SW,1
0,51,cat,4,807,623,NW,1
0,51,cat,5,816,632,NW,1
0,51,cat,6,845,603,NE,1
0,51,cat,7,863,585,NE,1
0,1348,mouse,0,43,597,0,0
0,1348,mouse,1,42,598,NE,0
0,1348,mouse,2,40,596,NW,0
0,1348,mouse,3,40,594,W,0
0,1641,cat,0,779,798,0,0
0,1641,cat,1,773,792,SE,0
0,1641,cat,2,747,818,SW,0
0,1641,cat,3,759,830,NW,0
0,1641,cat,4,742,813,SE,0
0,1641,cat,5,760,831,NW,0
0,1641,cat,6,747,844,SW,0
0,1641,cat,7,741,838,SE,0
0,48,mouse,0,118,415,0,0
0,48,mouse,1,117,414,NW,0
0,48,mouse,2,116,413,NW,0
0,48,mouse,3,154,451,SE,0
0,48,mouse,4,155,450,SW,0
0,48,mouse,5,117,488,NE,0
0,48,mouse,6,118,487,SW,0
0,48,mouse,7,117,486,NW,0
0,812,cat,0,885,672,0,0
0,812,cat,1,893,680,NW,0
0,812,cat,2,870,703,SW,0
0,812,cat,3,885,718,NW,1
0,812,cat,4,902,701,NE,1
0,812,cat,5,928,727,NW,1
0,812,cat,6,919,736,SW,1
0,812,cat,7,919,735,E,1
0,209,mouse,0,404,1124,0,0
0,209,mouse,1,405,1124,S,0
0,1088,cat,0,341,192,0,0
0,1088,cat,1,352,203,NW,0
0,1088,cat,2,370,185,NE,0
0,1088,cat,3,380,175,NE,0
0,1088,cat,4,388,183,NW,1
0,1088,cat,5,408,163,NE,1
0,1088,cat,6,388,143,SE,1
0,1088,cat,7,383,138,SE,1
0,1,mouse,0,340,142,0,0
0,1,mouse,1,384,98,SW,0
0,1,mouse,2,340,54,NW,0
0,1,mouse,3,345,59,NW,0
0,1,mouse,4,346,60,SE,0
0,1,mouse,5,345,61,NE,0
0,405,cat,0,1,1080,0,0
0,405,cat,1,995,1074,SE,0
0,405,cat,2,1,1080,NW,0
0,405,cat,3,4,1077,NE,0
0,405,cat,4,25,1098,NW,1
0,405,cat,5,997,1070,SE,1
0,405,cat,6,955,1112,SW,1
0,405,cat,7,988,1145,NW,1
0,540,mouse,0,944,1238,0,0
0,540,mouse,1,852,1330,NE,0
0,540,mouse,2,853,1329,SW,0
0,519,cat,0,355,1089,0,0
0,519,cat,1,339,1105,SW,0
0,519,cat,2,317,1083,SE,0
0,519,cat,3,338,1062,NE,0
0,519,cat,4,290,1110,SW,0
0,519,cat,5,308,1128,NW,0
0,519,cat,6,301,1135,SW,0
0,519,cat,7,364,1072,NE,0
0,1622,mouse,0,491,1438,0,0
0,1622,mouse,1,484,1445,SW,0
0,1622,mouse,2,478,1439,SE,0
0,1622,mouse,3,363,137,S,1
0,1622,mouse,4,364,138,SE,1
0,1622,mouse,5,450,52,SW,1
0,1622,mouse,6,449,53,NE,1
0,1622,mouse,7,450,54,SE,1
0,1389,cat,0,951,446,0,0
0,1389,cat,1,957,452,NW,0
0,1389,cat,2,951,458,SW,1
0,1389,cat,3,935,442,SE,1
0,1389,cat,4,944,451,NW,1
0,1389,cat,5,942,453,SW,2
0,1389,cat,6,971,424,NE,2
0,1389,cat,7,945,398,SE,2
0,986,mouse,0,13,751,0,0
0,986,mouse,1,81,683,SW,0
0,986,mouse,2,82,683,S,0
0,103,cat,0,632,471,0,0
0,103,cat,1,625,464,SE,0
0,103,cat,2,623,464,S,1
0,103,cat,3,639,480,NW,1
0,103,cat,4,612,453,SE,1
0,103,cat,5,625,440,NE,1
0,103,cat,6,597,412,SE,1
0,103,cat,7,616,431,NW,1
0,1482,mouse,0,925,411,0,0
0,1482,mouse,1,908,428,NE,0
0,1482,mouse,2,891,411,NW,0
0,1482,mouse,3,890,412,NE,0
0,357,cat,0,242,248,0,0
0,357,cat,1,237,253,SW,0
0,357,cat,2,218,272,SW,0
0,357,cat,3,187,303,SW,0
0,357,cat,4,206,322,NW,0
0,357,cat,5,234,350,NW,0
0,357,cat,6,245,339,NE,0
0,357,cat,7,208,376,SW,0
0,1119,mouse,0,144,877,0,0
0,1119,mouse,1,143,877,N,0
0,722,cat,0,782,344,0,0
0,722,cat,1,794,332,NE,0
0,722,cat,2,806,320,NE,0
0,722,cat,3,797,329,SW,0
0,722,cat,4,795,329,S,1
0,722,cat,5,783,317,SE,1
0,722,cat,6,771,305,SE,1
0,722,cat,7,759,293,SE,1
0,18,mouse,0,845,729,0,0
0,18,mouse,1,849,733,NW,0
0,18,mouse,2,852,730,NE,0
0,18,mouse,3,405,885,N,1
0,18,mouse,4,416,896,SE,1
0,18,mouse,5,417,897,SE,1
0,18,mouse,6,418,898,SE,1
0,18,mouse,7,419,897,SW,1
0,709,cat,0,891,86,0,0
0,709,cat,1,885,80,SE,0
0,709,cat,2,891,74,NE,0
0,709,cat,3,885,80,SW,0
0,709,cat,4,879,74,SE,0
0,709,cat,5,875,78,SW,0
0,709,cat,6,869,72,SE,0
0,709,cat,7,868,73,SW,0
0,1670,mouse,0,165,943,0,0
0,1670,mouse,1,162,946,SW,0
0,1670,mouse,2,163,947,NW,0
0,171,cat,0,919,914,0,0
0,171,cat,1,931,914,N,1
0,171,cat,2,915,898,SE,1
0,171,cat,3,930,883,NE,1
0,171,cat,4,925,878,SE,2
0,171,cat,5,948,855,NE,2
0,171,cat,6,926,833,SE,2
0,171,cat,7,871,888,SW,2
0,646,mouse,0,217,203,0,0
0,646,mouse,1,224,210,NW,0
0,646,mouse,2,128,306,NE,0
0,646,mouse,3,127,305,NW,0
0,646,mouse,4,126,304,NW,0
0,646,mouse,5,125,303,NW,0
0,646,mouse,6,29,399,NE,0
0,646,mouse,7,29,495,E,0
0,1401,cat,0,654,72,0,0
0,1401,cat,1,645,81,SW,0
0,1401,cat,2,645,94,W,1
0,1401,cat,3,625,74,SE,1
0,1401,cat,4,614,63,SE,1
0,1401,cat,5,589,88,SW,2
0,1401,cat,6,564,63,SE,2
0,1401,cat,7,541,86,SW,3
0,1162,mouse,0,417,1300,0,0
0,1162,mouse,1,427,1310,NW,0
0,1162,mouse,2,217,134,NE,1
0,1162,mouse,3,288,63,SW,1
0,1162,mouse,4,287,64,NE,1
0,1162,mouse,5,352,1499,SW,1
0,1162,mouse,6,351,1498,NW,1
0,1162,mouse,7,349,0,NE,1
0,534,cat,0,860,1365,0,0
0,534,cat,1,882,1387,NW,0
0,534,cat,2,877,1392,SW,1
0,534,cat,3,881,1388,NE,1
0,534,cat,4,875,1382,SE,1
0,534,cat,5,876,1381,NE,2
0,534,cat,6,933,1324,NE,2
0,534,cat,7,922,1313,SE,3
0,875,mouse,0,43,952,0,0
0,875,mouse,1,44,953,SE,0
0,875,mouse,2,50,947,SW,0
0,875,mouse,3,44,941,NW,0
0,574,cat,0,393,1232,0,0
0,574,cat,1,389,1236,SW,0
0,574,cat,2,408,1217,NE,0
0,574,cat,3,412,1221,NW,0
0,574,cat,4,410,1223,SW,0
0,574,cat,5,393,1240,SW,0
0,574,cat,6,387,1246,SW,0
0,574,cat,7,382,1241,SE,0
0,471,mouse,0,349,687,0,0
0,471,mouse,1,348,687,N,0
0,418,cat,0,143,490,0,0
0,418,cat,1,147,494,NW,0
0,418,cat,2,149,494,N,1
0,418,cat,3,161,506,NW,1
0,418,cat,4,171,496,NE,1
0,418,cat,5,173,496,N,2
0,418,cat,6,142,527,SW,2
0,418,cat,7,127,512,SE,2
0,486,mouse,0,504,867,0,0
0,486,mouse,1,503,866,NW,0
0,486,mouse,2,504,865,SW,0
0,486,mouse,3,505,864,SW,0
0,486,mouse,4,506,863,SW,0
0,486,mouse,5,550,907,SE,0
0,486,mouse,6,549,906,NW,0
0,486,mouse,7,505,950,NE,0
0,98,cat,0,936,1122,0,0
0,98,cat,1,945,1113,NE,0
0,98,cat,2,943,1111,SE,0
0,98,cat,3,943,1109,E,1
0,98,cat,4,934,1100,SE,1
0,98,cat,5,937,1097,NE,1
0,98,cat,6,937,1095,E,2
0,98,cat,7,909,1067,SE,2
0,1071,mouse,0,419,58,0,0
0,1071,mouse,1,405,44,SE,0
0,1071,mouse,2,407,42,NE,0
0,1071,mouse,3,86,271,E,1
0,1071,mouse,4,139,324,SE,1
0,1071,mouse,5,139,377,E,1
0,1071,mouse,6,138,376,NW,1
0,1071,mouse,7,191,429,SE,1
0,1688,cat,0,427,1402,0,0
0,1688,cat,1,424,1405,SW,0
0,1688,cat,2,424,1433,W,1
0,1688,cat,3,407,1450,SW,1
0,1688,cat,4,388,1469,SW,1
0,1688,cat,5,377,1458,SE,2
0,1688,cat,6,365,1470,SW,2
0,1688,cat,7,342,1493,SW,2
0,1052,mouse,0,49,1475,0,0
0,1052,mouse,1,48,1474,NW,0
0,1052,mouse,2,47,1473,NW,0
0,1052,mouse,3,46,1472,NW,0
0,1052,mouse,4,47,1471,SW,0
0,1052,mouse,5,48,1470,SW,0
0,476,cat,0,389,303,0,0
0,476,cat,1,398,312,NW,0
0,476,cat,2,388,322,SW,0
0,476,cat,3,378,312,SE,0
0,476,cat,4,388,302,NE,0
0,476,cat,5,394,296,NE,0
0,476,cat,6,385,287,SE,0
0,476,cat,7,385,279,E,1
0,735,mouse,0,691,526,0,0
0,735,mouse,1,685,520,SE,0
0,735,mouse,2,684,521,SW,0
0,735,mouse,3,395,439,S,1
0,735,mouse,4,396,438,SW,1
0,1717,cat,0,197,360,0,0
0,1717,cat,1,225,388,NW,0
0,1717,cat,2,243,370,NE,0
0,1717,cat,3,242,369,SE,0
0,1717,cat,4,242,367,E,1
0,1717,cat,5,230,355,SE,1
0,1717,cat,6,246,339,NE,1
0,1717,cat,7,209,376,SW,1
0,905,mouse,0,889,147,0,0
0,905,mouse,1,942,200,SE,0
0,905,mouse,2,941,199,NW,0
0,905,mouse,3,940,198,NW,0
0,625,cat,0,39,43,0,0
0,625,cat,1,20,62,SW,0
0,625,cat,2,24,66,NW,1
0,625,cat,3,46,44,NE,1
0,625,cat,4,24,22,SE,1
0,625,cat,5,46,0,NE,1
0,625,cat,6,67,1479,NE,1
0,625,cat,7,89,1,NW,1
0,495,mouse,0,23,698,0,0
0,495,mouse,1,24,699,SE,0
0,495,mouse,2,25,700,SE,0
0,575,cat,0,944,368,0,0
0,575,cat,1,930,354,SE,0
0,575,cat,2,932,352,NE,0
0,575,cat,3,932,350,E,1
0,575,cat,4,923,341,SE,1
0,575,cat,5,926,338,NE,1
0,575,cat,6,926,336,E,2
0,575,cat,7,915,325,SE,2
0,68,mouse,0,649,732,0,0
0,68,mouse,1,662,719,NE,0
0,68,mouse,2,665,722,NW,0
0,68,mouse,3,652,735,NE,0
0,68,mouse,4,665,748,SE,0
0,68,mouse,5,652,761,NE,0
0,68,mouse,6,639,774,NE,0
0,68,mouse,7,638,773,NW,0
0,1516,cat,0,299,647,0,0
0,1516,cat,1,311,659,NW,0
0,1516,cat,2,287,683,SW,0
0,1516,cat,3,277,673,SE,0
0,1516,cat,4,263,687,SW,0
0,1516,cat,5,260,684,SE,1
0,1516,cat,6,303,727,NW,1
0,1516,cat,7,317,713,NE,1
0,1148,mouse,0,437,1451,0,0
0,1148,mouse,1,370,1384,NW,0
0,1148,mouse,2,437,1317,SW,0
0,1148,mouse,3,504,1250,SW,0
0,1148,mouse,4,503,1251,NE,0
0,1148,mouse,5,502,1252,NE,0
0,1211,cat,0,465,14,0,0
0,1211,cat,1,483,1496,NE,0
0,1211,cat,2,497,10,NW,0
0,1211,cat,3,499,10,N,1
0,1211,cat,4,501,12,NW,1
0,1211,cat,5,503,12,N,2
0,1211,cat,6,525,1490,NE,2
0,1211,cat,7,503,12,SW,2
0,766,mouse,0,831,889,0,0
0,766,mouse,1,897,823,SW,0
0,766,mouse,2,896,824,NE,0
0,766,mouse,3,895,825,NE,0
0,766,mouse,4,894,826,NE,0
0,766,mouse,5,893,827,NE,0
0,766,mouse,6,892,828,NE,0
0,766,mouse,7,826,894,NE,0
0,412,cat,0,384,617,0,0
0,412,cat,1,370,631,SW,0
0,412,cat,2,362,639,SW,0
0,412,cat,3,352,649,SW,0
0,412,cat,4,347,644,SE,0
0,412,cat,5,347,642,E,1
0,412,cat,6,377,612,NE,1
0,412,cat,7,399,634,NW,2
0,1467,mouse,0,212,1202,0,0
0,1467,mouse,1,207,1197,SE,0
0,1467,mouse,2,211,1193,NE,0
0,573,cat,0,575,1055,0,0
0,573,cat,1,563,1043,SE,0
0,573,cat,2,550,1043,S,1
0,573,cat,3,538,1055,SW,1
0,573,cat,4,545,1062,NW,1
0,573,cat,5,545,1064,W,2
0,573,cat,6,563,1082,NW,2
0,573,cat,7,575,1070,NE,2
0,1408,mouse,0,779,269,0,0
0,1408,mouse,1,757,291,NE,0
0,1408,mouse,2,757,269,W,0
0,1408,mouse,3,756,270,NE,0
0,1408,mouse,4,755,271,NE,0
0,1408,mouse,5,754,272,NE,0
0,1408,mouse,6,753,273,NE,0
0,1408,mouse,7,775,251,SW,0
0,328,cat,0,998,848,0,0
0,328,cat,1,983,863,SW,0
0,328,cat,2,970,850,SE,0
0,328,cat,3,954,866,SW,0
0,328,cat,4,961,873,NW,0
0,328,cat,5,926,838,SE,0
0,328,cat,6,943,821,NE,0
0,328,cat,7,943,822,W,0
0,723,mouse,0,92,1468,0,0
0,723,mouse,1,123,1499,SE,0
0,723,mouse,2,122,1498,NW,0
0,723,mouse,3,123,1497,SW,0
0,655,cat,0,966,1066,0,0
0,655,cat,1,953,1053,SE,0
0,655,cat,2,923,1023,SE,0
0,655,cat,3,888,988,SE,0
0,655,cat,4,894,982,NE,0
0,655,cat,5,870,958,SE,0
0,655,cat,6,862,966,SW,0
0,655,cat,7,827,931,SE,0
0,1230,mouse,0,977,1444,0,0
0,1230,mouse,1,976,1443,NW,0
0,1230,mouse,2,977,1442,SW,0
0,1230,mouse,3,977,1441,W,0
0,313,cat,0,755,618,0,0
0,313,cat,1,769,632,NW,0
0,313,cat,2,764,637,SW,1
0,313,cat,3,778,651,NW,1
0,313,cat,4,770,659,SW,1
0,313,cat,5,768,659,S,2
0,313,cat,6,713,604,SE,2
0,313,cat,7,755,562,NE,2
0,700,mouse,0,373,425,0,0
0,700,mouse,1,460,338,SW,0
0,700,mouse,2,547,251,SW,0
0,700,mouse,3,547,164,W,0
0,700,mouse,4,553,170,NW,0
0,700,mouse,5,552,171,SW,0
0,987,cat,0,92,485,0,0
0,987,cat,1,83,476,SE,0
0,987,cat,2,105,498,NW,0
0,987,cat,3,110,503,NW,0
0,987,cat,4,97,516,SW,0
0,987,cat,5,94,513,SE,1
0,987,cat,6,87,520,SW,1
0,987,cat,7,92,525,NW,1
0,1142,mouse,0,572,703,0,0
0,1142,mouse,1,585,716,SE,0
0,1142,mouse,2,572,729,NE,0
0,1142,mouse,3,559,742,NE,0
0,1421,cat,0,480,1485,0,0
0,1421,cat,1,465,1470,SE,0
0,1421,cat,2,452,1483,SW,0
0,1421,cat,3,439,1496,SW,0
0,1421,cat,4,444,1,NW,1
0,1421,cat,5,449,1496,NE,1
0,1421,cat,6,462,9,NW,1
0,1421,cat,7,459,12,SW,1
0,1177,mouse,0,877,906,0,0
0,1177,mouse,1,969,998,SE,0
0,1177,mouse,2,61,906,SW,0
0,1177,mouse,3,61,907,E,0
0,454,cat,0,340,1459,0,0
0,454,cat,1,354,1473,NW,0
0,454,cat,2,362,1481,NW,0
0,454,cat,3,366,1477,NE,1
0,454,cat,4,354,1465,SE,1
0,454,cat,5,356,1463,NE,1
0,454,cat,6,356,1461,E,2
0,454,cat,7,342,1475,SW,2
0,1560,mouse,0,960,806,0,0
0,1560,mouse,1,959,807,NE,0
0,1560,mouse,2,931,779,NW,0
0,1560,mouse,3,932,780,SE,0
0,1560,mouse,4,932,781,E,0
0,1542,cat,0,346,1127,0,0
0,1542,cat,1,353,1120,NE,0
0,1542,cat,2,378,1145,NW,0
0,1542,cat,3,371,1152,SW,0
0,1542,cat,4,373,1154,NW,0
0,1542,cat,5,381,1162,NW,0
0,1542,cat,6,377,1166,SW,0
0,1542,cat,7,391,1180,NW,0
0,401,mouse,0,549,1211,0,0
0,401,mouse,1,550,1212,SE,0
0,401,mouse,2,549,1213,NE,0
0,1617,cat,0,44,1449,0,0
0,1617,cat,1,33,1438,SE,0
0,1617,cat,2,44,1449,NW,0
0,1617,cat,3,46,1447,NE,1
0,1617,cat,4,55,1438,NE,1
0,1617,cat,5,64,1447,NW,1
0,1617,cat,6,79,1462,NW,1
0,1617,cat,7,96,1479,NW,1
0,488,mouse,0,62,1001,0,0
0,488,mouse,1,58,997,SE,0
0,488,mouse,2,993,1034,NE,1
0,364,cat,0,531,543,0,0
0,364,cat,1,543,555,NW,0
0,364,cat,2,548,550,NE,0
0,364,cat,3,582,550,N,1
0,364,cat,4,613,581,NW,1
0,364,cat,5,639,607,NW,1
0,364,cat,6,658,588,NE,1
0,364,cat,7,602,644,SW,2
0,1615,mouse,0,150,1139,0,0
0,1615,mouse,1,146,1143,SW,0
0,1615,mouse,2,704,1409,SE,1
0,1615,mouse,3,713,1400,SW,1
0,1615,mouse,4,704,1391,NW,1
0,1615,mouse,5,695,1382,NW,1
0,1615,mouse,6,696,1383,SE,1
0,594,cat,0,439,965,0,0
0,594,cat,1,449,955,NE,0
0,594,cat,2,454,960,NW,0
0,594,cat,3,456,960,N,1
0,594,cat,4,469,947,NE,1
0,594,cat,5,452,930,SE,1
0,594,cat,6,452,909,E,2
0,594,cat,7,440,897,SE,2
0,1721,mouse,0,528,926,0,0
0,1721,mouse,1,528,925,W,0
0,1721,mouse,2,528,924,W,0
0,1592,cat,0,553,1071,0,0
0,1592,cat,1,544,1080,SW,0
0,1592,cat,2,549,1085,NW,0
0,1592,cat,3,549,1087,W,1
0,1592,cat,4,535,1073,SE,1
0,1592,cat,5,520,1058,SE,1
0,1592,cat,6,511,1049,SE,1
0,1592,cat,7,505,1043,SE,1
0,1493,mouse,0,556,663,0,0
0,1493,mouse,1,655,762,SE,0
0,1493,mouse,2,754,663,SW,0
0,1493,mouse,3,753,664,NE,0
0,1493,mouse,4,752,665,NE,0
0,1493,mouse,5,653,566,NW,0
0,1493,mouse,6,654,566,S,0
0,604,cat,0,196,353,0,0
0,604,cat,1,228,385,NW,0
0,604,cat,2,254,411,NW,0
0,604,cat,3,261,404,NE,0
0,604,cat,4,263,404,N,1
0,604,cat,5,254,413,SW,1
0,604,cat,6,247,406,SE,1
0,604,cat,7,241,400,SE,1
0,72,mouse,0,601,691,0,0
0,72,mouse,1,601,690,W,0
0,64,cat,0,72,211,0,0
0,64,cat,1,61,200,SE,0
0,64,cat,2,38,223,SW,0
0,64,cat,3,15,246,SW,0
0,64,cat,4,994,267,SW,0
0,64,cat,5,971,244,SE,0
0,64,cat,6,961,254,SW,0
0,64,cat,7,945,238,SE,0
0,257,mouse,0,401,1471,0,0
0,257,mouse,1,326,1396,NW,0
0,257,mouse,2,251,1321,NW,0
0,257,mouse,3,326,1396,SE,0
0,257,mouse,4,251,1321,NW,0
0,257,mouse,5,326,1246,SW,0
0,257,mouse,6,325,1247,NE,0
0,257,mouse,7,400,1172,SW,0
0,403,cat,0,577,157,0,0
0,403,cat,1,570,150,SE,0
0,403,cat,2,576,144,NE,0
0,403,cat,3,569,137,SE,0
0,403,cat,4,562,144,SW,0
0,403,cat,5,569,137,NE,0
0,403,cat,6,574,142,NW,0
0,403,cat,7,576,142,N,1
0,683,mouse,0,874,1228,0,0
0,683,mouse,1,871,1231,SW,0
0,683,mouse,2,785,1317,NE,0
0,683,mouse,3,768,1300,NW,0
0,683,mouse,4,767,1301,NE,0
0,683,mouse,5,735,1269,NW,0
0,784,cat,0,100,1377,0,0
0,784,cat,1,96,1381,SW,0
0,784,cat,2,100,1385,NW,0
0,784,cat,3,104,1381,NE,0
0,784,cat,4,108,1377,NE,0
0,784,cat,5,112,1377,N,0
0,784,cat,6,116,1381,NW,0
